시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,무료이용시간,연체료부과단위시간,연체료,제어방식구분코드,사용방법설명,택배함종류코드,칸개수,칸깊이,칸너비,칸높이,설치일자,고객센터전화번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
호산경로당,대구광역시,달서구,27290,대구광역시 달서구 달구벌대로 203길 3(노상),,35.8535604,128.4779793,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형02+소형044,02/03+04/08,02/60+04/60,02/45+04/23,02/50+04/50,2017-12-18,1600-5136,달서구청 도시안전과,053-667-2894,2020-05-25,6270000,대구광역시
산격3동주민센터,대구광역시,북구,27230,대구광역시 북구 대학로15길 16,,35.8935456,128.6083117,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/04+03/03+04/12,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2015-06-20,1599-2740,북구청 도시안전과,053-665-4314,2020-05-25,6270000,대구광역시
무태조야동주민센터,대구광역시,북구,27230,대구광역시 북구 호국로43길 20,,35.9213327,128.5970475,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/04+03/03+04/12,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2015-06-20,1599-2740,북구청 도시안전과,053-665-4314,2020-05-25,6270000,대구광역시
동천동주민센터,대구광역시,북구,27230,대구광역시 북구 대천로 81,,35.937318,128.5581853,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/03+03/12+04/03,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2015-06-20,1599-2740,북구청 도시안전과,053-665-4314,2020-05-25,6270000,대구광역시
산격4동 주민센터,대구광역시,북구,27230,대구광역시 북구 대구체육관로 48,,35.8922329,128.6042817,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/03+03/12+04/03,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2017-12-18,1599-2740,북구청 도시안전과,053-665-4314,2020-05-25,6270000,대구광역시
구암동 주민센터,대구광역시,북구,27230,대구광역시 북구 구암서로 32,,35.9389234,128.5660435,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/04+03/03+04/12,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2017-12-18,1599-2740,북구청 도시안전과,053-665-4314,2020-05-25,6270000,대구광역시
경북대학교 면학관 담장,대구광역시,북구,27230,대구광역시 북구 대현로 19길 54(노상),,35.8861712,128.6113357,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형02+소형044,02/03+04/08,02/60+04/60,02/45+04/23,02/50+04/50,2017-12-18,1600-5136,북구청 도시안전과,053-665-4314,2020-05-25,6270000,대구광역시
경북대학교 생물학관 담장,대구광역시,북구,27230,대구광역시 북구 대현로 9길20-1(노상),,35.88659512,128.6055846,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형02+소형044,02/03+04/08,02/60+04/60,02/45+04/23,02/50+04/50,2017-12-18,1600-5136,북구청 도시안전과,053-665-4314,2020-05-25,6270000,대구광역시
경북대학교 테크노파크 정문,대구광역시,북구,27230,대구광역시 북구 경대로 17길 47-1(노상),,35.89263207,128.6147744,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형02+소형044,02/03+04/08,02/60+04/60,02/45+04/23,02/50+04/50,2017-12-18,1600-5136,북구청 도시안전과,053-665-4314,2020-05-25,6270000,대구광역시
경북대학교 쌈지공원,대구광역시,북구,27230,대구광역시 북구 대학로 9길 2(노상),,35.89104932,128.6059315,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형02+소형044,02/03+04/08,02/60+04/60,02/45+04/23,02/50+04/50,2017-12-18,1600-5136,북구청 도시안전과,053-665-4314,2020-05-25,6270000,대구광역시
장미공원 주차장,대구광역시,북구,27230,대구광역시 북구 경진로 47(노상),,35.89326455,128.6170598,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형02+소형044,02/03+04/08,02/60+04/60,02/45+04/23,02/50+04/50,2017-12-18,1600-5136,북구청 도시안전과,053-665-4314,2020-05-25,6270000,대구광역시
경북대학교 정문,대구광역시,북구,27230,대구광역시 북구 경대로5길 4(노상),,35.88474855,128.6131925,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형02+소형044,02/03+04/08,02/60+04/60,02/45+04/23,02/50+04/50,2019-08-24,1600-5136,북구청 도시안전과,053-665-4314,2020-05-25,6270000,대구광역시
북대구농협 산격지점,대구광역시,북구,27230,대구광역시 북구 대불서길 4(노상),,35.90040665,128.6150741,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형02+소형044,02/03+04/08,02/60+04/60,02/45+04/23,02/50+04/50,2019-08-24,1600-5136,북구청 도시안전과,053-665-4314,2020-05-25,6270000,대구광역시
영진전문대 생활관,대구광역시,북구,27230,대구광역시 북구 동북로53길 25(노상),,35.89526449,128.6213798,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형02+소형044,02/03+04/08,02/60+04/60,02/45+04/23,02/50+04/50,2019-08-26,1600-5136,북구청 도시안전과,053-665-4314,2020-05-25,6270000,대구광역시
샛별어린이공원,대구광역시,북구,27230,대구광역시 북구 태암로6길 16-2(노상),,35.92732892,128.5497298,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형02+소형044,02/03+04/08,02/60+04/60,02/45+04/23,02/50+04/50,2019-08-17,1600-5136,북구청 도시안전과,053-665-4314,2020-05-25,6270000,대구광역시
오뚜기어린이공원,대구광역시,북구,27230,대구광역시 북구 대천로18길 14-22(노상),,35.93659373,128.5577204,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형02+소형044,02/03+04/08,02/60+04/60,02/45+04/23,02/50+04/50,2019-08-17,1600-5136,북구청 도시안전과,053-665-4314,2020-05-25,6270000,대구광역시
만촌1동주민센터,대구광역시,수성구,27290,대구광역시 수성구 국채보상로 1001,,35.86627549,128.6400522,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/03+03/12+04/03,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2015-06-20,1599-2740,수성구청 안전총괄과,053-666-2964,2020-05-25,6270000,대구광역시
만촌3동주민센터,대구광역시,수성구,27290,대구광역시 수성구 교학로2길 45,,35.8555259,128.6505781,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/04+03/03+04/12,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2015-06-20,1599-2740,수성구청 안전총괄과,053-666-2964,2020-05-25,6270000,대구광역시
신암4동 행정복지센터,대구광역시,동구,27140,대구광역시 동구 신암남로23길 53,,35.8850364,128.6293294,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/03+03/12+04/03,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2017-12-18,1599-2740,동구청 안전총괄과,053-662-2897,2020-05-25,6270000,대구광역시
지저동 행정복지센터,대구광역시,동구,27140,대구광역시 동구 해동로3길 80,,35.8933914,128.6382814,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/04+03/03+04/12,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2017-12-18,1599-2740,동구청 안전총괄과,053-662-2897,2020-05-25,6270000,대구광역시
해안동 행정복지센터,대구광역시,동구,27140,대구광역시 동구 방촌로29길 46,,35.8820761,128.6716797,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/04+03/03+04/12,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2017-12-18,1599-2740,동구청 안전총괄과,053-662-2897,2020-05-25,6270000,대구광역시
대구은행서구청출장소,대구광역시,서구,27170,대구광역시 서구 국채보상로 257,,35.87232184,128.5592204,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/04+03/03+04/12,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2015-06-20,1599-2740,서구청 건설안전과,053-663-2913,2020-05-25,6270000,대구광역시
평리1동주민센터,대구광역시,서구,27170,대구광역시 서구 문화로 280,,35.87559726,128.5632981,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/04+03/03+04/12,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2015-06-20,1599-2740,서구청 건설안전과,053-663-2913,2020-05-25,6270000,대구광역시
원고개다락방,대구광역시,서구,27170,대구광역시 서구 북비산로59길 13,,35.88070297,128.5653506,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/04+03/03+04/12,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2015-06-20,1599-2740,서구청 건설안전과,053-663-2913,2020-05-25,6270000,대구광역시
평리2동 행정복지센터,대구광역시,서구,27170,대구광역시 서구 국채보상로60길 6,,35.8712414,128.5636881,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/03+03/12+04/03,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2017-12-18,1599-2740,서구청 건설안전과,053-663-2913,2020-05-25,6270000,대구광역시
달성토성마을,대구광역시,서구,27170,대구광역시 서구 국채보상로83길 21,,35.87331589,128.5753737,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/03+03/12+04/03,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2017-12-18,1599-2740,서구청 건설안전과,053-663-2913,2020-05-25,6270000,대구광역시
평리3동 행정복지센터,대구광역시,서구,27170,대구광역시 서구 문화로 261,,35.87595437,128.5613021,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/03+03/12+04/03,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2018-10-08,1599-2740,서구청 건설안전과,053-663-2913,2020-05-25,6270000,대구광역시
대명9동주민센터,대구광역시,남구,27200,대구광역시 남구 큰골길 53,,35.8372414,128.5790384,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/04+03/03+04/12,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2015-06-20,1599-2740,남구청 미래안전과,053-664-2263,2020-05-25,6270000,대구광역시
봉덕3동주민센터,대구광역시,남구,27200,대구광역시 남구 중앙대로22길 100,,35.8424354,128.5959628,00:00,23:59,00:00,23:59,00:00,23:59,0,48,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/01+02/03+03/12+04/03,01/50+02/50+03/50+04/50,01/52+02/44+03/52+04/44,01/44+02/35+03/22+04/17,2015-06-20,1599-2740,남구청 미래안전과,053-664-2263,2020-05-25,6270000,대구광역시
